,STATEFP,COUNTYFP,TRACTCE,geometry,med_earnings_dollars_allind,med_earnings_dollars_construct,med_earnings_dollars_retail,med_earnings_dollars_health,med_earnings_dollars_hotelfood,count_emp_allind,count_emp_construct,count_emp_retail,count_emp_health,count_emp_hotelfood,NAME,rate_3plus_vul_ind,emp_wagetheft_yes_allind_0002,emp_wagetheft_yes_allind_068,wages_owed_dollars_allind
0,12,101,031101,"POLYGON ((-82.699345 28.338521, -82.699338 28.338705, -82.699335 28.338767, -82.699335 28.338789, -82.699332 28.338856, -82.699331 28.338879, -82.699329 28.3393, -82.699327 28.339768, -82.69931 28.34239, -82.699298 28.342654, -82.699303 28.34345, -82.699291 28.344555, -82.699289 28.34462, -82.699284 28.344815, -82.699283 28.344881, -82.699273 28.345977, -82.699272 28.34601, -82.699271 28.346089, -82.699262 28.34668, -82.699268 28.346756, -82.699265 28.346821, -82.699266 28.346935, -82.699273 28.347273, -82.699277 28.347387, -82.699271 28.347719, -82.699265 28.348231, -82.699254 28.348718, -82.699247 28.349051, -82.699246 28.349167, -82.699244 28.349517, -82.699244 28.349634, -82.699243 28.349819, -82.699243 28.350376, -82.699244 28.350563, -82.699244 28.350627, -82.699243 28.350826, -82.699244 28.350891, -82.699244 28.351107, -82.699242 28.351754, -82.699243 28.351971, -82.699237 28.352238, -82.699223 28.353011, -82.699221 28.353039, -82.699209 28.353165, -82.69919 28.353306, -82.699174 28.353434, -82.699127 28.353819, -82.699112 28.353947, -82.699036 28.35439, -82.698946 28.354944, -82.698892 28.355195, -82.698865 28.355331, -82.698795 28.355618, -82.69871 28.355977, -82.698419 28.356894, -82.698372 28.35703, -82.698267 28.357336, -82.698099 28.357749, -82.697734 28.358571, -82.697503 28.359048, -82.696899 28.360052, -82.696584 28.360517, -82.696467 28.360649, -82.695839 28.361482, -82.695324 28.362032, -82.695189 28.362163, -82.694699 28.362639, -82.693163 28.364198, -82.692901 28.364193, -82.692562 28.364187, -82.691625 28.36417, -82.691544 28.364169, -82.690764 28.364083, -82.69081 28.363749, -82.690829 28.363269, -82.690838 28.362246, -82.690824 28.362087, -82.690821 28.362044, -82.690795 28.361842, -82.690739 28.361662, -82.690721 28.361623, -82.690657 28.361478, -82.690641 28.361442, -82.690597 28.361355, -82.690531 28.361221, -82.690399 28.361035, -82.690377 28.361014, -82.690279 28.36092, -82.689972 28.360651, -82.689769 28.360511, -82.689695 28.36046, -82.689389 28.360262, -82.689159 28.360127, -82.688975 28.360005, -82.688809 28.35986, -82.688689 28.359717, -82.688434 28.359388, -82.688329 28.359222, -82.68798 28.358669, -82.68781 28.358453, -82.687787 28.358423, -82.687561 28.358192, -82.687216 28.357884, -82.687012 28.357702, -82.686831 28.35754, -82.686297 28.357064, -82.686288 28.357056, -82.686105 28.356898, -82.685977 28.356787, -82.685593 28.356454, -82.685466 28.356344, -82.685364 28.356256, -82.685059 28.355992, -82.684958 28.355904, -82.68454 28.355536, -82.683286 28.354434, -82.682869 28.354067, -82.680005 28.351552, -82.679438 28.351054, -82.678856 28.350543, -82.678401 28.350143, -82.678121 28.349899, -82.677282 28.349167, -82.677003 28.348924, -82.677128 28.348812, -82.677506 28.348478, -82.677632 28.348367, -82.677641 28.348359, -82.677656 28.348348, -82.677671 28.348335, -82.677682 28.348328, -82.677753 28.348199, -82.67781 28.348149, -82.677872 28.348097, -82.678025 28.347976, -82.678192 28.347862, -82.678305 28.347797, -82.678361 28.347771, -82.678565 28.347678, -82.678297 28.3471, -82.67824 28.346925, -82.678222 28.346756, -82.67819 28.346524, -82.678066 28.346066, -82.67794 28.345797, -82.677594 28.345253, -82.677414 28.345078, -82.677289 28.344954, -82.677097 28.344716, -82.676938 28.344532, -82.676792 28.344392, -82.676568 28.344201, -82.676295 28.343925, -82.67609 28.343666, -82.676035 28.343613, -82.67596 28.343542, -82.675826 28.343272, -82.675666 28.34286, -82.675591 28.342593, -82.67557 28.342459, -82.675571 28.342303, -82.675587 28.342188, -82.675627 28.342084, -82.67574 28.341869, -82.675831 28.341753, -82.675847 28.341732, -82.675935 28.341648, -82.676027 28.341588, -82.676175 28.341523, -82.67631 28.341464, -82.677371 28.34113, -82.677772 28.341005, -82.678183 28.34089, -82.678617 28.340769, -82.679053 28.34062, -82.679393 28.340472, -82.679451 28.340448, -82.679769 28.340292, -82.679778 28.340287, -82.679818 28.340263, -82.679942 28.340192, -82.679983 28.340169, -82.680253 28.340013, -82.680969 28.339603, -82.681047 28.339527, -82.68117 28.339408, -82.681258 28.339299, -82.681272 28.339283, -82.681404 28.33904, -82.681426 28.338966, -82.68146 28.338857, -82.68152 28.338458, -82.681608 28.338116, -82.681703 28.337883, -82.681739 28.337795, -82.681869 28.337548, -82.681962 28.337452, -82.682009 28.337405, -82.682251 28.337177, -82.682348 28.337087, -82.682581 28.336955, -82.682739 28.336889, -82.682827 28.336853, -82.682944 28.336821, -82.6831 28.336798, -82.683233 28.33679, -82.683356 28.336795, -82.683492 28.336819, -82.683645 28.336861, -82.683939 28.336943, -82.684277 28.337171, -82.684431 28.337204, -82.684704 28.337145, -82.68475 28.337136, -82.684923 28.337062, -82.685064 28.336997, -82.685202 28.33689, -82.685306 28.336775, -82.685355 28.336667, -82.685372 28.336631, -82.685425 28.336505, -82.68544 28.336403, -82.685424 28.336366, -82.685389 28.336282, -82.685385 28.336254, -82.68538 28.336215, -82.685374 28.336171, -82.68537 28.336143, -82.685329 28.336049, -82.685312 28.33601, -82.68524 28.335846, -82.685232 28.335831, -82.685071 28.33551, -82.684959 28.335313, -82.684863 28.335143, -82.684827 28.335012, -82.684817 28.334829, -82.684878 28.334478, -82.684939 28.334189, -82.68499 28.334021, -82.685036 28.333605, -82.685081 28.3333, -82.685158 28.333046, -82.685224 28.332909, -82.685335 28.33277, -82.685561 28.332547, -82.685661 28.33266, -82.685753 28.332764, -82.685983 28.33298, -82.686037 28.333031, -82.686096 28.333081, -82.686134 28.333113, -82.686161 28.333135, -82.686245 28.333215, -82.686282 28.33325, -82.686397 28.333376, -82.686397 28.333452, -82.686352 28.333519, -82.686317 28.333547, -82.686213 28.333633, -82.686179 28.333662, -82.686048 28.33377, -82.685918 28.333878, -82.685679 28.334122, -82.685592 28.334212, -82.685767 28.334341, -82.68596 28.334509, -82.686147 28.334675, -82.686397 28.334925, -82.686509 28.335134, -82.686554 28.335281, -82.686615 28.335398, -82.686692 28.335459, -82.68691 28.33552, -82.687126 28.335522, -82.687264 28.335524, -82.687678 28.335533, -82.687817 28.335536, -82.687939 28.335537, -82.688232 28.33554, -82.688306 28.335545, -82.688429 28.335555, -82.68854 28.335601, -82.688642 28.335644, -82.688768 28.335703, -82.688865 28.335762, -82.688877 28.33577, -82.68894 28.335857, -82.689027 28.33599, -82.689043 28.336014, -82.689116 28.336159, -82.689147 28.336307, -82.689153 28.336444, -82.68916 28.336604, -82.68916 28.3371, -82.68916 28.338228, -82.689146 28.338299, -82.689166 28.338409, -82.68926 28.338476, -82.689316 28.338496, -82.689348 28.338508, -82.689811 28.338507, -82.689949 28.338508, -82.690364 28.338511, -82.690503 28.338512, -82.690647 28.338517, -82.690925 28.338529, -82.691068 28.338555, -82.691078 28.338559, -82.69121 28.338619, -82.691342 28.33867, -82.691741 28.338824, -82.691874 28.338876, -82.692019 28.338941, -82.692454 28.339138, -82.6926 28.339204, -82.692624 28.339288, -82.692696 28.339543, -82.692721 28.339628, -82.692942 28.33957, -82.693308 28.339476, -82.693557 28.339377, -82.693593 28.339361, -82.693802 28.339269, -82.694012 28.33915, -82.69409 28.339093, -82.694257 28.338972, -82.694424 28.338829, -82.694643 28.338611, -82.69475 28.338522, -82.694873 28.338455, -82.694962 28.338408, -82.695192 28.338348, -82.695312 28.338343, -82.695365 28.338341, -82.695509 28.338348, -82.695671 28.33838, -82.69579 28.338405, -82.695883 28.338424, -82.696068 28.338447, -82.696316 28.338458, -82.696484 28.338458, -82.69858 28.33846, -82.699141 28.33846, -82.699348 28.33846, -82.699345 28.338521))",32284,29283,37353,25132,19432,1095,141,150,82,71,Census Tract 311.01; Pasco County; Florida,22.98,2.0,745.0,4843.0
1,12,101,030901,"POLYGON ((-82.727946 28.264127, -82.727942 28.264211, -82.727931 28.264466, -82.727929 28.264556, -82.727925 28.264651, -82.727922 28.264693, -82.727899 28.264952, -82.727881 28.265103, -82.727867 28.265241, -82.727857 28.265317, -82.727846 28.265421, -82.727819 28.265544, -82.727803 28.26562, -82.727789 28.265678, -82.72775 28.265859, -82.727736 28.265919, -82.727746 28.265973, -82.72775 28.265993, -82.727765 28.266067, -82.727804 28.266134, -82.727835 28.266188, -82.727804 28.266258, -82.727797 28.266407, -82.727796 28.266433, -82.727798 28.267084, -82.727799 28.267223, -82.727799 28.26731, -82.727799 28.267391, -82.7278 28.267634, -82.727801 28.267715, -82.727802 28.267824, -82.727805 28.268151, -82.727807 28.268261, -82.727808 28.268426, -82.72781 28.268921, -82.727812 28.269086, -82.727812 28.269168, -82.727812 28.269414, -82.727812 28.269496, -82.727812 28.269536, -82.727769 28.269535, -82.727623 28.269535, -82.72739 28.269536, -82.727273 28.269537, -82.727141 28.269538, -82.726955 28.269538, -82.726886 28.269539, -82.726796 28.269539, -82.726771 28.269533, -82.726596 28.269539, -82.726049 28.26946, -82.72585 28.269432, -82.725792 28.269398, -82.725709 28.269348, -82.725505 28.269209, -82.725286 28.269045, -82.724964 28.268886, -82.724722 28.268766, -82.724077 28.268446, -82.722859 28.267843, -82.722723 28.267414, -82.7228 28.267271, -82.722924 28.267039, -82.723255 28.266874, -82.723666 28.266673, -82.723676 28.266669, -82.72372 28.266649, -82.72451 28.266281, -82.724692 28.266006, -82.72467 28.265996, -82.724604 28.265966, -82.724583 28.265956, -82.724479 28.265923, -82.724167 28.265826, -82.724138 28.265813, -82.72415 28.265785, -82.724154 28.265764, -82.724156 28.265737, -82.724152 28.265711, -82.724147 28.265695, -82.724138 28.265675, -82.724126 28.265657, -82.724116 28.265644, -82.724101 28.26563, -82.724084 28.265617, -82.72406 28.265604, -82.724036 28.265595, -82.724011 28.265589, -82.723988 28.265586, -82.72397 28.265585, -82.723946 28.265584, -82.723919 28.265581, -82.723895 28.265576, -82.723874 28.26557, -82.723856 28.265566, -82.72383 28.265562, -82.723799 28.26556, -82.723787 28.265625, -82.723789 28.265752, -82.723792 28.265781, -82.723813 28.265875, -82.72381 28.265951, -82.721873 28.266, -82.720821 28.266013, -82.720665 28.266016, -82.719619 28.266013, -82.719621 28.266173, -82.719628 28.266653, -82.719631 28.266813, -82.719631 28.26724, -82.719633 28.268318, -82.719634 28.268523, -82.719635 28.268951, -82.71964 28.269185, -82.719656 28.269888, -82.719662 28.270123, -82.719664 28.270516, -82.719669 28.271384, -82.719661 28.271698, -82.719652 28.272092, -82.719649 28.272217, -82.71964 28.272594, -82.719638 28.27272, -82.719637 28.272756, -82.719633 28.272867, -82.719633 28.272904, -82.719631 28.272968, -82.719626 28.273145, -82.719623 28.273162, -82.719614 28.273227, -82.719293 28.273226, -82.71833 28.273223, -82.718009 28.273223, -82.717517 28.273227, -82.71604 28.273242, -82.715549 28.273247, -82.71555 28.273417, -82.715553 28.273927, -82.715555 28.274098, -82.715555 28.274153, -82.715555 28.274196, -82.715557 28.27449, -82.715558 28.274588, -82.715559 28.274719, -82.715559 28.274758, -82.71556 28.274816, -82.715562 28.275112, -82.715563 28.275244, -82.715563 28.275301, -82.715564 28.275473, -82.715565 28.275531, -82.715563 28.275615, -82.715556 28.27587, -82.715555 28.275955, -82.715555 28.276055, -82.715556 28.276358, -82.715557 28.276459, -82.715556 28.276551, -82.715554 28.27683, -82.715554 28.276923, -82.715553 28.277003, -82.715552 28.277246, -82.715552 28.277328, -82.715551 28.277401, -82.71555 28.277622, -82.71555 28.277696, -82.715546 28.278274, -82.715535 28.280009, -82.715532 28.280588, -82.715465 28.280587, -82.715264 28.280585, -82.715197 28.280585, -82.714921 28.280587, -82.714834 28.280588, -82.714619 28.280589, -82.714405 28.280594, -82.714213 28.280599, -82.714163 28.28059, -82.713516 28.280601, -82.713337 28.280601, -82.713061 28.280601, -82.712864 28.280601, -82.711448 28.280605, -82.71118 28.280606, -82.710977 28.280607, -82.71087 28.280608, -82.710658 28.280609, -82.71055 28.280611, -82.710444 28.280613, -82.710362 28.280612, -82.710119 28.280609, -82.710038 28.280608, -82.709851 28.280609, -82.70929 28.280615, -82.709104 28.280617, -82.709015 28.280616, -82.708973 28.280616, -82.70875 28.280616, -82.708692 28.280616, -82.708662 28.280616, -82.708356 28.280615, -82.70744 28.280613, -82.707135 28.280613, -82.707137 28.280455, -82.707147 28.279984, -82.70715 28.279828, -82.707154 28.279574, -82.707165 28.279024, -82.707168 28.278815, -82.707173 28.278562, -82.707173 28.278543, -82.707174 28.278486, -82.707175 28.278468, -82.70723 28.277779, -82.707231 28.277671, -82.707233 28.277558, -82.707232 28.277238, -82.707235 28.276279, -82.707236 28.275959, -82.707243 28.275582, -82.707253 28.275043, -82.707256 28.274452, -82.707259 28.274132, -82.70727 28.273217, -82.707221 28.273218, -82.707224 28.273091, -82.707236 28.272626, -82.707255 28.272206, -82.707269 28.271912, -82.707269 28.271898, -82.707271 28.271859, -82.707272 28.271846, -82.707273 28.271692, -82.707276 28.271413, -82.707281 28.271312, -82.707286 28.271233, -82.707296 28.271081, -82.707301 28.271008, -82.707305 28.270795, -82.707305 28.270785, -82.70731 28.270493, -82.707318 28.270088, -82.707322 28.269897, -82.707328 28.269601, -82.707328 28.269582, -82.70733 28.26948, -82.707338 28.269118, -82.707341 28.268998, -82.707342 28.268875, -82.707346 28.26851, -82.707348 28.268388, -82.707345 28.268267, -82.707336 28.267904, -82.707334 28.267784, -82.707333 28.267665, -82.707333 28.26731, -82.707333 28.267192, -82.707331 28.267071, -82.707328 28.26671, -82.707327 28.26659, -82.707324 28.266469, -82.707315 28.266107, -82.707312 28.265987, -82.707312 28.265973, -82.707312 28.265948, -82.707312 28.265931, -82.707312 28.265918, -82.707312 28.265894, -82.707311 28.26587, -82.707311 28.265822, -82.707311 28.265688, -82.70731 28.265535, -82.70731 28.26544, -82.70731 28.265338, -82.707307 28.264617, -82.707306 28.264464, -82.707306 28.264356, -82.707304 28.263807, -82.707303 28.263561, -82.707302 28.26349, -82.707301 28.263392, -82.7073 28.26323, -82.707299 28.262948, -82.707298 28.262829, -82.707298 28.262474, -82.707298 28.262356, -82.707298 28.262234, -82.707298 28.26187, -82.707299 28.261749, -82.707299 28.261701, -82.707301 28.261558, -82.707302 28.261511, -82.707302 28.261484, -82.707302 28.261419, -82.707303 28.261404, -82.707304 28.261378, -82.707303 28.261183, -82.7073 28.2606, -82.707299 28.260406, -82.707299 28.260391, -82.707299 28.260348, -82.707299 28.260334, -82.707298 28.260246, -82.707293 28.259284, -82.70729 28.258668, -82.707412 28.25867, -82.70755 28.258673, -82.708332 28.258689, -82.708593 28.258695, -82.7087 28.258697, -82.708721 28.258697, -82.709108 28.258705, -82.709237 28.258708, -82.709318 28.25871, -82.709344 28.25871, -82.709437 28.25871, -82.709716 28.258713, -82.70981 28.258715, -82.70988 28.258714, -82.710093 28.258714, -82.710164 28.258714, -82.710406 28.258714, -82.711132 28.258717, -82.711375 28.258718, -82.711429 28.258718, -82.711592 28.258719, -82.711647 28.25872, -82.711692 28.25872, -82.711829 28.25872, -82.711875 28.258721, -82.711972 28.258721, -82.712056 28.258721, -82.712224 28.258722, -82.712264 28.258723, -82.712362 28.258724, -82.712532 28.258725, -82.712772 28.258706, -82.712871 28.258706, -82.713431 28.258697, -82.71404 28.258708, -82.714152 28.258708, -82.715465 28.258728, -82.71571 28.258728, -82.716445 28.258728, -82.716691 28.258728, -82.716724 28.258725, -82.716823 28.258718, -82.716857 28.258716, -82.717037 28.258715, -82.717578 28.258713, -82.717759 28.258713, -82.717849 28.258712, -82.718121 28.258709, -82.718212 28.258709, -82.718343 28.258707, -82.718739 28.258703, -82.718872 28.258702, -82.71892 28.258702, -82.719016 28.258701, -82.71945 28.258699, -82.719595 28.258699, -82.719634 28.258699, -82.719733 28.258702, -82.720149 28.258714, -82.720177 28.258715, -82.720278 28.258761, -82.720352 28.258699, -82.720529 28.258551, -82.720835 28.258297, -82.720978 28.258191, -82.721081 28.258084, -82.721168 28.257935, -82.721177 28.257852, -82.721197 28.257686, -82.721159 28.257531, -82.721104 28.257323, -82.721093 28.257279, -82.720894 28.256714, -82.720888 28.256696, -82.720856 28.256504, -82.720866 28.256351, -82.720914 28.256253, -82.720926 28.256231, -82.721427 28.255659, -82.7216 28.255463, -82.721751 28.255263, -82.722207 28.254663, -82.722318 28.254518, -82.722317 28.25445, -82.722314 28.254374, -82.722306 28.254146, -82.722304 28.25407, -82.722304 28.253933, -82.722305 28.253523, -82.722306 28.253387, -82.722305 28.25328, -82.722302 28.25296, -82.722302 28.252854, -82.722295 28.252744, -82.722275 28.252417, -82.722274 28.252392, -82.722229 28.252322, -82.720871 28.251181, -82.72086 28.250973, -82.720857 28.250642, -82.720855 28.250414, -82.720854 28.250369, -82.720854 28.250313, -82.720856 28.250236, -82.720858 28.250192, -82.721036 28.25019, -82.721451 28.250186, -82.721571 28.250185, -82.72175 28.250184, -82.721932 28.250188, -82.722481 28.250203, -82.722576 28.250206, -82.722664 28.250209, -82.722767 28.250212, -82.72287 28.250215, -82.722903 28.250215, -82.723621 28.250235, -82.723861 28.250242, -82.723906 28.250243, -82.724041 28.250246, -82.724087 28.250248, -82.724828 28.250236, -82.727054 28.250199, -82.727654 28.25019, -82.727846 28.250187, -82.727847 28.250332, -82.727852 28.250769, -82.727853 28.250915, -82.727855 28.251413, -82.727862 28.252908, -82.727865 28.253407, -82.727866 28.253537, -82.727881 28.25486, -82.727878 28.256033, -82.727879 28.256082, -82.727887 28.256343, -82.727891 28.25643, -82.727889 28.256462, -82.727889 28.256558, -82.727888 28.256612, -82.727886 28.256688, -82.727882 28.25698, -82.727881 28.257078, -82.727887 28.257405, -82.727906 28.258389, -82.727912 28.258717, -82.727917 28.259437, -82.727918 28.259566, -82.727918 28.260403, -82.727928 28.261354, -82.727928 28.261613, -82.727923 28.262334, -82.727924 28.262509, -82.727926 28.263036, -82.727928 28.263212, -82.727927 28.263231, -82.727927 28.263291, -82.727928 28.263311, -82.727931 28.263474, -82.727935 28.263593, -82.727944 28.2639, -82.727944 28.263963, -82.727946 28.264127))",36510,43689,12857,39861,30506,1380,185,157,120,164,Census Tract 309.01; Pasco County; Florida,22.01,3.0,938.0,5476.0
2,12,101,031504,"POLYGON ((-82.720215 28.17319, -82.719484 28.173639, -82.718659 28.174139, -82.718278 28.17437, -82.717828 28.174668, -82.717321 28.175037, -82.717257 28.17515, -82.717249 28.175295, -82.717361 28.175544, -82.717586 28.175905, -82.717611 28.176115, -82.71749 28.176219, -82.717169 28.176387, -82.716507 28.176727, -82.716274 28.177071, -82.716168 28.177227, -82.715971 28.177513, -82.715658 28.178085, -82.715444 28.178943, -82.715328 28.179801, -82.715334 28.180214, -82.715417 28.180578, -82.715462 28.180747, -82.715515 28.180944, -82.715527 28.181079, -82.715533 28.181466, -82.715442 28.181931, -82.715422 28.182115, -82.715481 28.182266, -82.715599 28.18241, -82.715874 28.182495, -82.716176 28.182403, -82.716379 28.182253, -82.716563 28.182082, -82.716766 28.18201, -82.717008 28.182004, -82.717323 28.182082, -82.717572 28.182207, -82.717703 28.182443, -82.717762 28.182659, -82.71769 28.182882, -82.717323 28.18319, -82.716884 28.18336, -82.716412 28.183452, -82.716222 28.183537, -82.716038 28.183662, -82.715789 28.183918, -82.715573 28.184082, -82.715435 28.184147, -82.715284 28.184173, -82.715134 28.184213, -82.714996 28.184317, -82.714957 28.184429, -82.715048 28.18458, -82.715225 28.184645, -82.715514 28.184632, -82.715848 28.184678, -82.715956 28.184717, -82.716104 28.18477, -82.716209 28.184885, -82.716465 28.185192, -82.716755 28.185534, -82.717177 28.185818, -82.717638 28.186137, -82.717917 28.186404, -82.718067 28.186636, -82.718201 28.186826, -82.718338 28.187318, -82.718373 28.187532, -82.718377 28.187756, -82.718377 28.187774, -82.718356 28.18787, -82.718313 28.187984, -82.718301 28.187996, -82.718297 28.188079, -82.718125 28.188197, -82.718069 28.18824, -82.717953 28.18833, -82.717756 28.188533, -82.717743 28.188802, -82.717876 28.189001, -82.718039 28.18911, -82.718085 28.189141, -82.718114 28.18916, -82.718114 28.189263, -82.718247 28.189329, -82.718397 28.189616, -82.718237 28.189767, -82.717909 28.189933, -82.717605 28.189944, -82.717281 28.189848, -82.717134 28.189858, -82.717066 28.189974, -82.717026 28.190168, -82.71706 28.190424, -82.717065 28.19046, -82.717358 28.190826, -82.717569 28.190985, -82.717574 28.191286, -82.7175 28.191548, -82.717242 28.191775, -82.717001 28.191871, -82.71702 28.192001, -82.717273 28.19206, -82.717733 28.191985, -82.718098 28.191988, -82.718296 28.192124, -82.718284 28.192191, -82.718272 28.192263, -82.718117 28.192373, -82.717787 28.1924, -82.717501 28.192473, -82.71733 28.192614, -82.717332 28.192745, -82.717455 28.192851, -82.717807 28.192948, -82.717936 28.192984, -82.717981 28.193114, -82.717966 28.193245, -82.717917 28.193423, -82.717884 28.193562, -82.717948 28.193731, -82.718089 28.193845, -82.71836 28.193957, -82.718614 28.194093, -82.718657 28.194155, -82.718638 28.194163, -82.718569 28.194209, -82.718355 28.19435, -82.718169 28.194528, -82.717931 28.194815, -82.717759 28.19498, -82.717614 28.195093, -82.717471 28.195173, -82.71734 28.195248, -82.71701 28.195353, -82.716683 28.195383, -82.715345 28.19534, -82.714234 28.195334, -82.712928 28.195328, -82.712781 28.195328, -82.711206 28.195321, -82.711051 28.195322, -82.710588 28.195325, -82.710434 28.195327, -82.70958 28.195315, -82.707018 28.195281, -82.706878 28.19528, -82.706165 28.195281, -82.70578 28.195268, -82.705718 28.195254, -82.705545 28.195215, -82.705256 28.195081, -82.705007 28.194875, -82.704814 28.194707, -82.704581 28.194574, -82.704563 28.194564, -82.704365 28.194499, -82.704149 28.194471, -82.703912 28.19447, -82.703201 28.194469, -82.702964 28.194469, -82.701803 28.194468, -82.701303 28.194475, -82.700885 28.194489, -82.698946 28.194455, -82.698947 28.194067, -82.698949 28.192904, -82.698951 28.192517, -82.698952 28.192078, -82.698954 28.190764, -82.698956 28.190326, -82.698956 28.189898, -82.698956 28.189261, -82.698957 28.188613, -82.698958 28.188186, -82.698957 28.187741, -82.698956 28.187208, -82.698954 28.186409, -82.698953 28.185966, -82.698954 28.185086, -82.69896 28.182449, -82.698961 28.182425, -82.698963 28.181571, -82.699033 28.181301, -82.699079 28.18074, -82.698952 28.178436, -82.698946 28.177843, -82.698947 28.177147, -82.69895 28.175063, -82.698951 28.17469, -82.698952 28.174368, -82.699008 28.17354, -82.699024 28.173247, -82.704853 28.173241, -82.710988 28.173215, -82.711053 28.173215, -82.711324 28.173215, -82.711578 28.173209, -82.712876 28.173202, -82.714595 28.173194, -82.716773 28.173176, -82.718072 28.173166, -82.71818 28.173164, -82.718344 28.173163, -82.718507 28.173161, -82.718616 28.17316, -82.718868 28.173157, -82.718901 28.173157, -82.719362 28.173176, -82.719626 28.173174, -82.719879 28.173173, -82.72004 28.173181, -82.720215 28.17319))",30724,43750,27850,43333,0,740,35,50,139,44,Census Tract 315.04; Pasco County; Florida,11.23,1.0,503.0,4609.0
